sku	classification	repository_count	repository_ids	repository_statuses	repository_names	staging_count	staging_ids	staging_statuses	staging_names	production_count	production_ids	production_statuses	production_names
RES-PP-01-00	all_three	1	7017	publish	RESBALADILLA OLAS DE PLASTICO	1	7017	publish	RESBALADILLA OLAS DE PLASTICO	1	7017	publish	RESBALADILLA OLAS DE PLASTICO
RES-PP-01-01	all_three	1	7466	publish	RESBALADILLA TRIPLE OLAS DE PLASTICO	1	7466	publish	RESBALADILLA TRIPLE OLAS DE PLASTICO	1	7466	publish	RESBALADILLA TRIPLE OLAS DE PLASTICO
SEÑ-00-03-00	all_three	1	6486	publish	SEÑALETICA BASTON	1	6486	publish	SEÑALETICA BASTON	1	6486	publish	SEÑALETICA BASTON
SEÑ-00-04-00	all_three	1	6484	publish	SEÑALETICA CUBICA	1	6484	publish	SEÑALETICA CUBICA	1	6484	publish	SEÑALETICA CUBICA
SEÑ-00-05-00	all_three	1	6488	publish	Señalética Bandera (ESI-312)	1	6488	publish	Señalética Bandera (ESI-312)	1	6488	publish	Señalética Bandera (ESI-312)
SEÑ-00-06-00	all_three	1	6490	publish	SEÑALETICA VERTICAL	1	6490	publish	SEÑALETICA VERTICAL	1	6490	publish	SEÑALETICA VERTICAL
SEÑ-00-10-00	all_three	1	7496	publish	SEÑALETICA DIRECCIÓN	1	7496	publish	SEÑALETICA DIRECCIÓN	1	7496	publish	SEÑALETICA DIRECCIÓN
SEÑ-00-13-00	all_three	1	6482	publish	SEÑALETICA ARBOL	1	6482	publish	SEÑALETICA ARBOL	1	6482	publish	SEÑALETICA ARBOL
SEÑ-00-14-00	all_three	1	22396	publish	MESA MAPA	1	22396	publish	MESA MAPA	1	22396	publish	MESA MAPA
SEÑ-00-15-00	all_three	1	22403	publish	SEÑALETICA TOTEM	1	22403	publish	SEÑALETICA TOTEM	1	22403	publish	SEÑALETICA TOTEM
SEÑ-PL-01-00	all_three	1	22405	publish	SEÑALETICA PLASTIPANEL 50 X 25 CM	1	22405	publish	SEÑALETICA PLASTIPANEL 50 X 25 CM	1	22405	publish	SEÑALETICA PLASTIPANEL 50 X 25 CM
SEÑ-PT-02-00	all_three	1	22401	publish	TOTEM CON LUZ	1	22401	publish	TOTEM CON LUZ	1	22401	publish	TOTEM CON LUZ
SUB-00-01-00	all_three	1	7047	publish	SUBE Y BAJA SENCILLO	1	7047	publish	SUBE Y BAJA SENCILLO	1	7047	publish	SUBE Y BAJA SENCILLO
SUB-00-01-01	all_three	1	7039	publish	SUBE Y BAJA DOBLE	1	7039	publish	SUBE Y BAJA DOBLE	1	7039	publish	SUBE Y BAJA DOBLE
SUB-00-01-02	all_three	1	7043	publish	SUBE Y BAJA TRIPLE	1	7043	publish	SUBE Y BAJA TRIPLE	1	7043	publish	SUBE Y BAJA TRIPLE
SUB-00-02-01	all_three	1	7060	publish	SUBE Y BAJA PULPO	1	7060	publish	SUBE Y BAJA PULPO	1	7060	publish	SUBE Y BAJA PULPO
SUB-00-02-02	all_three	1	7066	publish	SUBE Y BAJA PULPO TRIPLE	1	7066	publish	SUBE Y BAJA PULPO TRIPLE	1	7066	publish	SUBE Y BAJA PULPO TRIPLE
SUB-IN-02-00	all_three	1	22329	publish	SUBE Y BAJA PARA SILLA DE RUEDAS	1	22329	publish	SUBE Y BAJA PARA SILLA DE RUEDAS	1	22329	publish	SUBE Y BAJA PARA SILLA DE RUEDAS
SUB-MA-01-00	all_three	1	24871	publish	SUBE Y BAJA DE MADERA NATURAL	1	24871	publish	SUBE Y BAJA DE MADERA NATURAL	1	24871	publish	SUBE Y BAJA DE MADERA NATURAL
SUB-PL-01-00	all_three	1	7065	publish	SUBE Y BAJA BALLENA	1	7065	publish	SUBE Y BAJA BALLENA	1	7065	publish	SUBE Y BAJA BALLENA
SUB-PT-01-00	all_three	1	7427	publish	SUBE Y BAJA LUCENDI	1	7427	publish	SUBE Y BAJA LUCENDI	1	7427	publish	SUBE Y BAJA LUCENDI
TDF-00-01-00	production_only	0				0				1	32733	publish	Juego VIZCAYA (TDF-00-01-00)
TDF-CR-03-00	staging_only	0				1	6122	publish	Juego Sevilla compuesto plástico reforzado (TDF-104 9.0)	0			
TDF-CR-05-01	all_three	1	6154	private	Módulo Valladolid	1	6154	private	Juego Valladolid	1	6154	private	Juego Valladolid
TEC-AC-01-00	all_three	1	6712	publish	TECHO SOMBRA DE COLOR 12 ACRILICO	1	6712	publish	TECHO SOMBRA DE COLOR 12 ACRILICO	1	6712	publish	TECHO SOMBRA DE COLOR 12 ACRILICO
TEC-PT-02-00	all_three	1	6715	publish	TECHO SOLAR	1	6715	publish	TECHO SOLAR	1	6715	publish	TECHO SOLAR
TEM-IX-02-00	all_three	1	22313	publish	MODULO HEXAGON	1	22313	publish	Juego HEXAGON	1	22313	publish	Juego HEXAGON
TEM-IX-03-00	all_three	1	22315	publish	MODULO ATALAYA	1	22315	publish	Juego ATALAYA	1	22315	publish	Juego ATALAYA
TEM-PL-01-20	all_three	1	6884	publish	Módulo Nave Titán	1	6884	publish	Juego Nave Titán	1	6884	publish	Juego Nave Titán
TEM-PL-02-20	all_three	1	6872	publish	MODULO NAVE ORION	1	6872	publish	Juego NAVE ORION	1	6872	publish	Juego NAVE ORION
TEM-PL-03-00	all_three	1	6860	publish	Módulo Cohete Espacial	1	6860	publish	Juego Cohete Espacial	1	6860	publish	Juego Cohete Espacial
TEM-PL-07-00	all_three	1	7450	publish	MODULO MONSTRIKS	1	7450	publish	Juego MONSTRIKS	1	7450	publish	Juego MONSTRIKS
TEM-PL-09-20	all_three	1	6852	publish	MODULO ROBOTO	1	6852	publish	Juego ROBOTO	1	6852	publish	Juego ROBOTO
TEM-PL-15-20	all_three	1	28365	publish	Módulo temático jirafa	1	28365	publish	Juego temático jirafa	1	28365	publish	Juego temático jirafa
TEM-PL-16-20	all_three	1	28369	publish	Módulo temático Zebra	1	28369	publish	Juego temático Zebra	1	28369	publish	Juego temático Zebra
TEM-PM-01-00	all_three	1	7831	publish	TIPPIE	1	7831	publish	TIPPIE	1	7831	publish	TIPPIE
TEM-PR-03-20	all_three	1	6874	publish	MODULO BARCO	1	6874	publish	Juego BARCO	1	6874	publish	Juego BARCO
TEM-PR-04-20	all_three	1	6876	publish	MODULO NAVIO	1	6876	publish	Juego NAVIO	1	6876	publish	Juego NAVIO
TEM-PR-06-01	repository_staging_only	1	6868	publish	Módulo Imperio	1	6868	publish	Juego Imperio	0			
TEM-PR-07-00	all_three	1	7749	draft	Módulo Tren (TEM-PR-07-01)	1	7749	draft	Juego Tren (TEM-PR-07-01)	1	7749	draft	Juego Tren (TEM-PR-07-01)
TEM-PR-07-20	all_three	1	32329	publish	MODULO TREN	1	32197	publish	Juego TREN	1	32329	publish	Juego TREN
TEM-PR-09-00	all_three	1	7458	publish	MODULO HORMIGUERO	1	7458	publish	Juego HORMIGUERO	1	7458	publish	Juego HORMIGUERO
TER-PP-01-00	all_three	1	22413	publish	TERRAZA	1	22413	publish	TERRAZA	1	22413	publish	TERRAZA
TIR-00-01-00	all_three	1	32119	publish	TIROLESA	1	32138	publish	TIROLESA	1	32119	publish	TIROLESA
TRE-00-02-00	all_three	1	6928	publish	TREPADERO TRIPLEX	1	6928	publish	TREPADERO TRIPLEX	1	6928	publish	TREPADERO TRIPLEX
TRE-00-03-00	all_three	1	6930	publish	TREPADERO MEDIA ESFERA	1	6930	publish	TREPADERO MEDIA ESFERA	1	6930	publish	TREPADERO MEDIA ESFERA
TRE-CU-03-01	all_three	1	6916	publish	TREPADERO PIRAMIDE CHICA	1	6916	publish	TREPADERO PIRAMIDE CHICA	1	6916	publish	TREPADERO PIRAMIDE CHICA
TRE-CU-05-00	all_three	1	6918	publish	TREPADERO TRIKON	1	6918	publish	TREPADERO TRIKON	1	6918	publish	TREPADERO TRIKON
TRE-CU-07-00	all_three	1	7463	publish	TREPADERO VITEX	1	7463	publish	TREPADERO VITEX	1	7463	publish	TREPADERO VITEX
TRE-CU-09-00	all_three	1	7464	publish	TREPADERO SALIX	1	7464	publish	TREPADERO SALIX	1	7464	publish	TREPADERO SALIX
TRE-CU-12-00	all_three	1	28398	publish	CUBO DE RETOS BAJOS	1	28398	publish	CUBO DE RETOS BAJOS	1	28398	publish	CUBO DE RETOS BAJOS
TRE-PL-01-00	all_three	1	6920	publish	TREPADERO GEODESICO	1	6920	publish	TREPADERO GEODESICO	1	6920	publish	TREPADERO GEODESICO
TRE-TM-02-00	all_three	1	6934	publish	TREPADERO DINOSAURIO	1	6934	publish	TREPADERO DINOSAURIO	1	6934	publish	TREPADERO DINOSAURIO
TRE-TM-03-00	all_three	1	6942	publish	TREPADERO BALLENA	1	6942	publish	TREPADERO BALLENA	1	6942	publish	TREPADERO BALLENA
TRE-TM-05-00	all_three	1	6944	publish	TREPADERO TORTUGA	1	6944	publish	TREPADERO TORTUGA	1	6944	publish	TREPADERO TORTUGA
TUN-PT-01-00	all_three	1	7443	publish	TUNEL DE LUZ	1	7443	publish	TUNEL DE LUZ	1	7443	publish	TUNEL DE LUZ
VL-119	all_three	1	6674	private	Velaria Twist Malla Sombra 9.2 X 9.2 M	1	6674	private	Velaria Twist Malla Sombra 9.2 X 9.2 M	1	6674	private	Velaria Twist Malla Sombra 9.2 X 9.2 M
VL-119-1	all_three	1	6697	private	Velaria Twist Malla Sombra 6.2 X 6.2 M	1	6697	private	Velaria Twist Malla Sombra 6.2 X 6.2 M	1	6697	private	Velaria Twist Malla Sombra 6.2 X 6.2 M
VL-219	all_three	1	6691	private	Velaria Conica Malla Sombra 4 Puntos 9.2 X 9.2 M	1	6691	private	Velaria Conica Malla Sombra 4 Puntos 9.2 X 9.2 M	1	6691	private	Velaria Conica Malla Sombra 4 Puntos 9.2 X 9.2 M
VL-219-1	all_three	1	6699	private	Velaria Conica Malla Sombra 4 Puntos 6.2 X 6.2 M	1	6699	private	Velaria Conica Malla Sombra 4 Puntos 6.2 X 6.2 M	1	6699	private	Velaria Conica Malla Sombra 4 Puntos 6.2 X 6.2 M
VL-319	all_three	1	6693	private	Sombrilla Malla Sombra 4 Puntos 3 X 3 M	1	6693	private	Sombrilla Malla Sombra 4 Puntos 3 X 3 M	1	6693	private	Sombrilla Malla Sombra 4 Puntos 3 X 3 M
WH-BARCELONA-GR	all_three	1	31958	publish	MÓDULO BARCELONA	1	31958	publish	Juego BARCELONA	1	31958	publish	Juego BARCELONA
WH-BARCOP	all_three	1	31953	publish	MÓDULO BARCO PIRATA	1	31953	publish	Juego BARCO PIRATA	1	31953	publish	Juego BARCO PIRATA
WH-BRITANIA-G	all_three	1	31951	publish	MÓDULO BRITANIA GRIS	1	31951	publish	Juego BRITANIA GRIS	1	31951	publish	Juego BRITANIA GRIS
WH-IRE07	repository_production_only	1	32088	publish	Montable Surfboard	0				1	32088	publish	Montable Surfboard
WH-PARMA	all_three	1	31956	publish	MÓDULO PARMA	1	31956	publish	Juego PARMA	1	31956	publish	Juego PARMA
WH-TAN	repository_production_only	1	32083	publish	Módulo Tan	0				1	32083	publish	Juego Tan
ZHEJU-047A	all_three	1	31948	publish	MÓDULO 047A	1	31948	publish	Juego 047A	1	31948	publish	Juego 047A
ZHEJU-125A	all_three	1	31960	publish	MÓDULO 125A	1	31960	publish	Juego 125A	1	31960	publish	Juego 125A
