source_sku	source_model	commercial_sector	resolution_type	canonical_sku	canonical_product_id	canonical_status	canonical_name	confidence	evidence
BAN-IN-01-00	BANCA LOGAN INCLUSIVA	Mesas y bancas	direct_sku	BAN-IN-01-00	6341	publish	BANCA LOGAN INCLUSIVA	exact_sku	production_sku
BAN-PM-05-00	BANCA PARA BOLERO	Mesas y bancas	direct_sku	BAN-PM-05-00	6360	publish	BANCA PARA BOLERO	exact_sku	production_sku
BAN-PP-03-00	BANCA PUMORI PLASTIMADERA	Mesas y bancas	direct_sku	BAN-PP-03-00	6374	publish	BANCA PUMORI PLASTIMADERA	exact_sku	production_sku
BAN-MA-01-00	BANCA CIRCULAR JUNKO	Mesas y bancas	direct_sku	BAN-MA-01-00	22359	publish	BANCA CIRCULAR JUNKO	exact_sku	production_sku
BAN-PP-01-00	BANCA PMP PLASTIMADERA	Mesas y bancas	direct_sku	BAN-PP-01-00	6293	publish	BANCA PMP PLASTIMADERA	exact_sku	production_sku
BAN-PP-09-00	BANCA MIKENO	Mesas y bancas	direct_sku	BAN-PP-09-00	6390	publish	BANCA MIKENO	exact_sku	production_sku
BAN-00-02-00	BANCA VELETA	Mesas y bancas	direct_sku	BAN-00-02-00	6389	publish	BANCA VELETA	exact_sku	production_sku
BAN-MS-03-01	BANCA TINDAYA SIN RESPALDO	Mesas y bancas	direct_sku	BAN-MS-03-01	6400	publish	BANCA TINDAYA SIN RESPALDO	exact_sku	production_sku
COL-00-01-00	2 COLUMPIOS ARIA	Mesas y bancas	direct_sku	COL-00-01-00	22370	publish	2 COLUMPIOS ARIA	exact_sku	production_sku
BAN-PM-10-00	BANCA CENTRO HISTORICO CON PLASTIMADERA	Mesas y bancas	direct_sku	BAN-PM-10-00	6721	publish	BANCA CENTRO HISTORICO CON PLASTIMADERA	exact_sku	production_sku
BAN-00-10-00	BANCA CIRCULAR CON ASIENTO	Mesas y bancas	direct_sku	BAN-00-10-00	22365	publish	BANCA CIRCULAR CON ASIENTO	exact_sku	production_sku
BAN-CR-01-00	BANCA VINSONS	Mesas y bancas	direct_sku	BAN-CR-01-00	6414	publish	BANCA VINSONS	exact_sku	production_sku
BAN-CR-02-00	BANCA DEVI	Mesas y bancas	direct_sku	BAN-CR-02-00	6426	publish	BANCA DEVI	exact_sku	production_sku
BAN-CR-04-00	BANCA VINSONS KLEIN	Mesas y bancas	direct_sku	BAN-CR-04-00	7292	publish	BANCA VINSONS KLEIN	exact_sku	production_sku
BAN-CR-05-00	BANCA VINSONS B	Mesas y bancas	direct_sku	BAN-CR-05-00	22386	publish	BANCA VINSONS B	exact_sku	production_sku
MES-MA-01-00	MESA CIRCULAR PARA ARBOL	Mesas y bancas	direct_sku	MES-MA-01-00	32101	publish	MESA CIRCULAR PARA ARBOL	exact_sku	production_sku
MES-PM-03-00	MESAPICNIC CHESTER	Mesas y bancas	direct_sku	MES-PM-03-00	32103	publish	MESAPICNIC CHESTER	exact_sku	production_sku
MES-IN-01-00	MESA DE PICNIC INCLUSIVA	Mesas y bancas	direct_sku	MES-IN-01-00	6441	publish	MESA DE PICNIC INCLUSIVA	exact_sku	production_sku
MES-PP-03-00	MESA DE PICNIC	Mesas y bancas	direct_sku	MES-PP-03-00	6429	publish	MESA DE PICNIC	exact_sku	production_sku
MES-PM-01-00	MESA DE PICNIC PLASTIMADERA	Mesas y bancas	direct_sku	MES-PM-01-00	6431	publish	MESA DE PICNIC PLASTIMADERA	exact_sku	production_sku
MES-PV-01-00	MESA DE PICNIC PVC	Mesas y bancas	direct_sku	MES-PV-01-00	8345	publish	MESA DE PICNIC PVC	exact_sku	production_sku
MES-LP-01-01	MESA MERCATO DOPPIO	Mesas y bancas	direct_sku	MES-LP-01-01	7491	publish	MESA MERCATO DOPPIO	exact_sku	production_sku
MES-LP-02-01	MESA KENYA CON SOMBRILLA	Mesas y bancas	direct_sku	MES-LP-02-01	6436	publish	MESA KENYA CON SOMBRILLA	exact_sku	production_sku
MES-LP-06-00	MESA PICNIC JAYA	Mesas y bancas	direct_sku	MES-LP-06-00	6443	publish	MESA PICNIC JAYA	exact_sku	production_sku
MES-LP-02-00	MESA KENYA	Mesas y bancas	direct_sku	MES-LP-02-00	6435	publish	MESA KENYA	exact_sku	production_sku
MES-LP-04-00	4 MESAS PICNIC CON PERGOLA	Mesas y bancas	direct_sku	MES-LP-04-00	22393	publish	4 MESAS PICNIC CON PERGOLA	exact_sku	production_sku
MES-LP-07-00	MESA PICNIC TRIX	Mesas y bancas	direct_sku	MES-LP-07-00	32105	publish	MESA PICNIC TRIX	exact_sku	production_sku
MES-PM-02-00	MESA KENYA PLASTIMADERA	Mesas y bancas	direct_sku	MES-PM-02-00	6438	publish	MESA KENYA PLASTIMADERA	exact_sku	production_sku
MES-LP-03-00	MESA NUPTSE	Mesas y bancas	direct_sku	MES-LP-03-00	6433	publish	MESA NUPTSE	exact_sku	production_sku
MES-LP-05-00	MESA RODAS CON TECHO CIRCULAR	Mesas y bancas	direct_sku	MES-LP-05-00	6370	publish	MESA RODAS CON TECHO CIRCULAR	exact_sku	production_sku
MES-LP-04-01	MESA MOEBIUS CON COLUMPIOS EN PLASTIMADERA	Mesas y bancas	direct_sku	MES-LP-04-01	32107	publish	MESA MOEBIUS CON COLUMPIOS EN PLASTIMADERA	exact_sku	production_sku
APA-00-01-00	APARCABICICLETA ONE CURVO	Centro Comercial, Restaurantes y Hoteles	direct_sku	APA-00-01-00	6467	publish	APARCABICICLETA ONE CURVO	exact_sku	production_sku
APA-00-05-00	APARCABICICLETA ONE RECTANGULAR	Centro Comercial, Restaurantes y Hoteles	direct_sku	APA-00-05-00	6445	publish	APARCABICICLETA ONE RECTANGULAR	exact_sku	production_sku
APA-00-03-00	APARCABICICLETA ONE SEMIONDULADO	Centro Comercial, Restaurantes y Hoteles	direct_sku	APA-00-03-00	6472	publish	APARCABICICLETA ONE SEMIONDULADO	exact_sku	production_sku
APA-00-04-00	APARCABICICLETAS ONE MARCO	Centro Comercial, Restaurantes y Hoteles	direct_sku	APA-00-04-00	8350	publish	APARCABICICLETAS ONE MARCO	exact_sku	production_sku
APA-00-06-00	APARCABICICLETA SIX ONDULADO	Residenciales y fraccionamientos	direct_sku	APA-00-06-00	6448	publish	APARCABICICLETA SIX ONDULADO	exact_sku	production_sku
APA-00-07-00	APARCABICICLETA THREE TRIANGULAR	Residenciales y fraccionamientos	direct_sku	APA-00-07-00	6474	publish	APARCABICICLETA THREE TRIANGULAR	exact_sku	production_sku
APA-00-13-00	APARCABICICLETAS RUDY	Residenciales y fraccionamientos	direct_sku	APA-00-13-00	32109	publish	APARCABICICLETAS RUDY	exact_sku	production_sku
APA-00-10-00	APARCABICICLETAS ANGULAR	Residenciales y fraccionamientos	direct_sku	APA-00-10-00	32334	publish	APARCABICICLETAS ANGULAR	exact_sku	production_sku
SEÑ-00-03-00	SEÑALETICA BASTON	Centro Comercial, Restaurantes y Hoteles	direct_sku	SEÑ-00-03-00	6486	publish	SEÑALETICA BASTON	exact_sku	production_sku
SEÑ-00-04-00	SEÑALETICA CUBICA	Centro Comercial, Restaurantes y Hoteles	direct_sku	SEÑ-00-04-00	6484	publish	SEÑALETICA CUBICA	exact_sku	production_sku
SEÑ-00-05-00	SEÑALETICA BANDERA	Centro Comercial, Restaurantes y Hoteles	direct_sku	SEÑ-00-05-00	6488	publish	Señalética Bandera (ESI-312)	exact_sku	production_sku
SEÑ-00-06-00	SEÑALETICA VERTICAL	Centro Comercial, Restaurantes y Hoteles	direct_sku	SEÑ-00-06-00	6490	publish	SEÑALETICA VERTICAL	exact_sku	production_sku
SEÑ-00-10-00	SEÑALETICA DIRECCIÓN	Centro Comercial, Restaurantes y Hoteles	direct_sku	SEÑ-00-10-00	7496	publish	SEÑALETICA DIRECCIÓN	exact_sku	production_sku
SEÑ-00-13-00	SEÑALETICA ARBOL	Residenciales y fraccionamientos	direct_sku	SEÑ-00-13-00	6482	publish	SEÑALETICA ARBOL	exact_sku	production_sku
SEÑ-00-14-00	MESA MAPA	Residenciales y fraccionamientos	direct_sku	SEÑ-00-14-00	22396	publish	MESA MAPA	exact_sku	production_sku
SEÑ-00-15-00	SEÑALETICA TOTEM	Residenciales y fraccionamientos	direct_sku	SEÑ-00-15-00	22403	publish	SEÑALETICA TOTEM	exact_sku	production_sku
SEÑ-PT-02-00	TOTEM CON LUZ	Residenciales y fraccionamientos	direct_sku	SEÑ-PT-02-00	22401	publish	TOTEM CON LUZ	exact_sku	production_sku
SEÑ-PL-01-00	SEÑALETICA PLASTIPANEL 50 X 25 CM	Residenciales y fraccionamientos	direct_sku	SEÑ-PL-01-00	22405	publish	SEÑALETICA PLASTIPANEL 50 X 25 CM	exact_sku	production_sku
TER-PP-01-00	TERRAZA	Mesas y bancas	direct_sku	TER-PP-01-00	22413	publish	TERRAZA	exact_sku	production_sku
MES-PP-01-00	MESA CUBI	Mesas y bancas	direct_sku	MES-PP-01-00	22417	publish	MESA CUBI	exact_sku	production_sku
MES-PP-02-00	MESA PICNIC 3/3	Mesas y bancas	direct_sku	MES-PP-02-00	22415	publish	MESA PICNIC 3/3	exact_sku	production_sku
MMA-117	MACETA ASIMETRICA CHICA	Centro Comercial, Restaurantes y Hoteles	direct_sku	MMA-117	6506	publish	Maceta Asimetrica Chica	exact_sku	production_sku
MMA-217	MACETA GEOMETRICA GRANDE	Centro Comercial, Restaurantes y Hoteles	direct_sku	MMA-217	6507	publish	Maceta Geometrica Grande	exact_sku	production_sku
MMA-118	MACETA GEOMETRICA MEGAGRANDE	Centro Comercial, Restaurantes y Hoteles	direct_sku	MMA-118	6509	publish	Maceta Geométrica Megagrande	exact_sku	production_sku
BOT-IX-01-00	BOTE GANGES	Botes de basura	direct_sku	BOT-IX-01-00	8361	publish	BOTE GANGES	exact_sku	production_sku
BOT-IX-02-00	BOTE GRIJALVA DOBLE CON TAPA	Botes de basura	direct_sku	BOT-IX-02-00	6520	publish	BOTE GRIJALVA DOBLE CON TAPA	exact_sku	production_sku
CMT-520P	JARDINERA BAJA	Centro Comercial, Restaurantes y Hoteles	direct_sku	CMT-520P	22419	publish	JARDINERA BAJA	exact_sku	production_sku
CMT-320P	MACETA TRAPECIO	Centro Comercial, Restaurantes y Hoteles	direct_sku	CMT-320P	22421	publish	MACETA TRAPECIO	exact_sku	production_sku
CMT-420P	MACETA ALTA	Centro Comercial, Restaurantes y Hoteles	direct_sku	CMT-420P	22422	publish	MACETA ALTA	exact_sku	production_sku
CMT-220P	MACETA REDONDA	Centro Comercial, Restaurantes y Hoteles	direct_sku	CMT-220P	22424	publish	MACETA REDONDA	exact_sku	production_sku
CMT-118B	BANCA TIKAL	Mesas y bancas	direct_sku	CMT-118B	6526	publish	Banca Tikal	exact_sku	production_sku
CMT-218B	BANCO ANGKOR	Mesas y bancas	direct_sku	CMT-218B	6528	publish	Banco Angkor	exact_sku	production_sku
CMT-120P	BANCA COMPLETA	Mesas y bancas	direct_sku	CMT-120P	19111	publish	BANCA COMPLETA	exact_sku	production_sku
CPL-124	BANCA GRAPA	Mesas y bancas	direct_sku	CPL-124	29373	publish	BANCA GRAPA	exact_sku	production_sku
CPL-224	BANCA CUBO	Mesas y bancas	direct_sku	CPL-224	29377	publish	BANCA CUBO	exact_sku	production_sku
CPL-324	BANCA LINGOTE	Mesas y bancas	direct_sku	CPL-324	29380	publish	BANCA LINGOTE	exact_sku	production_sku
CPL-424	MESA DE AJEDREZ DE CONCRETO	Mesas y bancas	direct_sku	CPL-424	29383	publish	MESA DE AJEDREZ DE CONCRETO	exact_sku	production_sku
LEPDM-AMA	TOP-IT-TOPE DE CONTENSION	Residenciales y fraccionamientos	direct_sku	LEPDM-AMA	32127	publish	TOP-IT-TOPE DE CONTENSION	exact_sku	production_sku
LETDM-AMA	TARDO MODULAR	Residenciales y fraccionamientos	direct_sku	LETDM-AMA	32129	publish	TARDO MODULAR	exact_sku	production_sku
LEPDM-MAC	TARDO CABECERO MACHO	Residenciales y fraccionamientos	direct_sku	LEPDM-MAC	32131	publish	TARDO CABECERO MACHO	exact_sku	production_sku
LEPDM-HEM	TARDO CABECERO HEMBRA	Residenciales y fraccionamientos	direct_sku	LEPDM-HEM	32133	publish	TARDO CABECERO HEMBRA	exact_sku	production_sku
OKST-J02X	EJERCITADOR POTRO	Gimnasios funcionales	direct_sku	OKST-J02X	32204	publish	EJERCITADOR POTRO	exact_sku	production_sku
OKST-M04X	EJERCITADOR CAMINADORA OK	Gimnasios funcionales	direct_sku	OKST-M04X	32263	publish	EJERCITADOR CAMINADORA OK	exact_sku	production_sku
OKOK-H01	EJERCITADO REMADORA OK	Gimnasios funcionales	direct_sku	OKOK-H01	32264	publish	EJERCITADO REMADORA OK	exact_sku	production_sku
OKST-T08X	EJERCITADOR ELIPTICA OK	Gimnasios funcionales	direct_sku	OKST-T08X	32265	publish	EJERCITADOR ELIPTICA OK	exact_sku	production_sku
OKOK-Z08A	EJERCITADOR BICICLETA OK	Gimnasios funcionales	direct_sku	OKOK-Z08A	32266	publish	EJERCITADOR BICICLETA OK	exact_sku	production_sku
OKST-F01X	EJERCITADOR ABDOMINALES OK DOBLE	Gimnasios funcionales	direct_sku	OKST-F01X	32267	publish	EJERCITADOR ABDOMINALES OK DOBLE	exact_sku	production_sku
OKST-Z05X	EJERCITADOR MOVIMIENTO DE CINTURA TRIPLE	Gimnasios funcionales	direct_sku	OKST-Z05X	32268	publish	EJERCITADOR MOVIMIENTO DE CINTURA TRIPLE	exact_sku	production_sku
OKST-C01X	EJERCITADOR SURFER OK DOBLE	Gimnasios funcionales	direct_sku	OKST-C01X	32209	publish	EJERCITADOR SURFER OK DOBLE	exact_sku	production_sku
OKST-Z01X	EJERCITADOR DE PIERNAS OK DOBLE	Gimnasios funcionales	direct_sku	OKST-Z01X	32269	publish	EJERCITADOR DE PIERNAS OK DOBLE	exact_sku	production_sku
OKST-Z04X	EJERCITADOR BRAZOS OK DOBLE	Gimnasios funcionales	direct_sku	OKST-Z04X	32210	publish	EJERCITADOR BRAZOS OK DOBLE	exact_sku	production_sku
OKST-Z03X	EJERCITADOR DE PECHO OK DOBLE	Gimnasios funcionales	direct_sku	OKST-Z03X	32212	publish	EJERCITADOR DE PECHO OK DOBLE	exact_sku	production_sku
OKOK-N01	EJERCITADOR CINTURA Y ESCALERAS OK	Gimnasios funcionales	direct_sku	OKOK-N01	32089	publish	EJERCITADOR CINTURA Y ESCALERAS OK	exact_sku	production_sku
OKST-S03X	EJERCITADOR BARRAS PARALELAS OK DOBLE	Gimnasios funcionales	direct_sku	OKST-S03X	32270	publish	EJERCITADOR BARRAS PARALELAS OK DOBLE	exact_sku	production_sku
EJE-EM-01-00	EJERCITADOR DE PIERNAS MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-01-00	24883	publish	EJERCITADOR DE PIERNAS MEDIUM	exact_sku	production_sku
EJE-EM-02-00	EJERCITADOR ABDOMINALES MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-02-00	24885	publish	EJERCITADOR ABDOMINALES MEDIUM	exact_sku	production_sku
EJE-EM-03-00	EJERCITADOR ELIPTICA MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-03-00	24887	publish	EJERCITADOR ELIPTICA MEDIUM	exact_sku	production_sku
EJE-EM-04-00	EJERCITADOR CAMINADORA MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-04-00	24889	publish	EJERCITADOR CAMINADORA MEDIUM	exact_sku	production_sku
EJE-EM-05-00	EJERCITADOR POTRO MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-05-00	24891	publish	EJERCITADOR POTRO MEDIUM	exact_sku	production_sku
EJE-EM-06-00	EJERCITADOR BARRAS PARALELAS MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-06-00	24893	publish	EJERCITADOR BARRAS PARALELAS MEDIUM	exact_sku	production_sku
EJE-EM-07-00	EJERCITADOR BRAZOS Y MUÑECAS MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-07-00	24895	publish	EJERCITADOR BRAZOS Y MUÑECAS MEDIUM	exact_sku	production_sku
EJE-EM-08-00	EJERCITADOR MOVIMIENTO DE CINTURA MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-08-00	24897	publish	EJERCITADOR MOVIMIENTO DE CINTURA MEDIUM	exact_sku	production_sku
EJE-EM-09-00	EJERCITADOR SURFER MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-09-00	24899	publish	EJERCITADOR SURFER MEDIUM	exact_sku	production_sku
EJE-EM-10-00	EJERCITADOR DE BRAZO MEDIUM	Gimnasios funcionales	direct_sku	EJE-EM-10-00	24901	publish	EJERCITADOR DE BRAZO MEDIUM	exact_sku	production_sku
EJE-FO-01-00	EJERCITADOR ABDOMINALES FORTE	Gimnasios funcionales	direct_sku	EJE-FO-01-00	6203	publish	EJERCITADOR ABDOMINALES FORTE	exact_sku	production_sku
EJE-FO-02-00	EJERCITADOR BARRAS PARALELAS FORTE	Gimnasios funcionales	direct_sku	EJE-FO-02-00	6201	publish	EJERCITADOR BARRAS PARALELAS FORTE	exact_sku	production_sku
EJE-FO-03-00	EJERCITADOR MOVIMIENTO DE CINTURA FORTE	Gimnasios funcionales	direct_sku	EJE-FO-03-00	6194	publish	EJERCITADOR MOVIMIENTO DE CINTURA FORTE	exact_sku	production_sku
EJE-FO-04-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE	Gimnasios funcionales	direct_sku	EJE-FO-04-00	6197	publish	EJERCITADOR BRAZOS Y MUÑECAS FORTE	exact_sku	production_sku
EJE-FO-05-00	EJERCITADOR SURFER FORTE	Gimnasios funcionales	direct_sku	EJE-FO-05-00	6181	publish	EJERCITADOR SURFER FORTE	exact_sku	production_sku
EJE-FO-06-00	EJERCITADOR POTRO FORTE	Gimnasios funcionales	direct_sku	EJE-FO-06-00	6199	publish	EJERCITADOR POTRO FORTE	exact_sku	production_sku
EJE-FO-07-00	EJERCITADOR CAMINADORA FORTE	Gimnasios funcionales	direct_sku	EJE-FO-07-00	6192	publish	EJERCITADOR CAMINADORA FORTE	exact_sku	production_sku
EJE-FO-08-00	EJERCITADOR ELIPTICA FORTE	Gimnasios funcionales	direct_sku	EJE-FO-08-00	6190	publish	EJERCITADOR ELIPTICA FORTE	exact_sku	production_sku
EJE-FO-09-00	EJERCITADOR DE PIERNAS FORTE	Gimnasios funcionales	direct_sku	EJE-FO-09-00	6185	publish	EJERCITADOR DE PIERNAS FORTE	exact_sku	production_sku
EJE-FO-10-00	EJERCITADOR BRAZOS FORTE	Gimnasios funcionales	direct_sku	EJE-FO-10-00	6156	publish	EJERCITADOR BRAZOS FORTE	exact_sku	production_sku
EJE-FO-11-00	EJERCITADOR PECHO FORTE	Gimnasios funcionales	direct_sku	EJE-FO-11-00	6187	publish	EJERCITADOR PECHO FORTE	exact_sku	production_sku
EJE-ID-03-00	EJERCITADOR BARRAS PARALELAS CURVAS	Gimnasios de calistenia	direct_sku	EJE-ID-03-00	6220	publish	EJERCITADOR BARRAS PARALELAS CURVAS	exact_sku	production_sku
EJE-ID-05-01	EJERCITADOR BANCO ABDOMINAL HORIZONTAL	Gimnasios de calistenia	direct_sku	EJE-ID-05-01	28674	publish	EJERCITADOR BANCO ABDOMINAL HORIZONTAL	exact_sku	production_sku
EJE-EST-06-00	EJERCITADOR BANCO ABDOMINAL INCLINADO	Gimnasios de calistenia	sku_alias	EJE-ID-06-00	28676	publish	Ejercitador Banco Abdominal Inclinado	high	unique_normalized_name_match
EJE-ID-07-00	EJERCITADOR BARRAS	Gimnasios de calistenia	direct_sku	EJE-ID-07-00	6233	publish	EJERCITADOR BARRAS	exact_sku	production_sku
EJE-EST-05-00	EJERCITADOR AROS CORTO Y 2 POSTES	Gimnasios de calistenia	direct_sku	EJE-EST-05-00	32318	publish	EJERCITADOR AROS CORTO Y 2 POSTES	exact_sku	production_sku
EJE-ID-11-00	EJERCITADOR AROS LARGO Y 2 POSTES	Gimnasios de calistenia	direct_sku	EJE-ID-11-00	6254	publish	EJERCITADOR AROS LARGO Y 2 POSTES	exact_sku	production_sku
EJE-EST-10-00	EJERCITADOR BARRAS DE ESTIRAMIENTO	Gimnasios de calistenia	direct_sku_duplicate_in_production	EJE-EST-10-00	32320,32423	publish | publish	EJERCITADOR BARRAS DE ESTIRAMIENTO | EJERCITADOR BARRAS DE ESTIRAMIENTO	exact_sku	production_sku
EJE-EST-02-00	EJERCITADOR PASAMANOS Y 6 POSTES	Gimnasios de calistenia	direct_sku	EJE-EST-02-00	6285	publish	Ejercitador Pasamanos Y 6 Postes	exact_sku	production_sku
EJE-EST-09-00	EJERCITADOR BARRAS DOMINADAS Y DOS POSTES	Gimnasios de calistenia	direct_sku	EJE-EST-09-00	32319	publish	EJERCITADOR BARRAS DOMINADAS Y DOS POSTES	exact_sku	production_sku
EJE-ID-23-00	EJERCITADOR PARED SUECA Y 2 POSTES	Gimnasios de calistenia	direct_sku	EJE-ID-23-00	22130	publish	EJERCITADOR PARED SUECA Y 2 POSTES	exact_sku	production_sku
EJE-EST-07-00	EJERCITADOR BARRAS PARALELAS Y 2 POSTES	Gimnasios de calistenia	direct_sku	EJE-EST-07-00	32337	publish	EJERCITADOR BARRAS PARALELAS Y 2 POSTES	exact_sku	production_sku
EJE-ID-52-00	PARED MILITAR	Gimnasios de calistenia	direct_sku	EJE-ID-52-00	28664	publish	PARED MILITAR	exact_sku	production_sku
EJE-ID-32-00	EJERCITADOR JUMP BOX	Gimnasios de calistenia	direct_sku	EJE-ID-32-00	6353	publish	EJERCITADOR JUMP BOX	exact_sku	production_sku
CIR-00-07-00	CIRCUITO DE EJERCICIOS BASIC	Gimnasios de calistenia	direct_sku	CIR-00-07-00	6405	publish	CIRCUITO DE EJERCICIOS BASIC	exact_sku	production_sku
CIR-00-02-00	CIRCUITO CALISTENIA BASICO	Gimnasios de calistenia	direct_sku	CIR-00-02-00	6361	publish	CIRCUITO CALISTENIA BASICO	exact_sku	production_sku
CIR-00-03-00	CIRCUITO CALISTENIA COMPLETO	Gimnasios de calistenia	direct_sku	CIR-00-03-00	6364	publish	CIRCUITO CALISTENIA COMPLETO	exact_sku	production_sku
CIR-00-04-00	CIRCUITO CROSS-FIT	Gimnasios de calistenia	direct_sku	CIR-00-04-00	6392	publish	CIRCUITO CROSS-FIT	exact_sku	production_sku
CIR-00-06-00	CIRCUITO PARA DEPORTES	Gimnasios de calistenia	direct_sku	CIR-00-06-00	6401	publish	CIRCUITO PARA DEPORTES	exact_sku	production_sku
CIR-00-09-00	CIRCUITO DE EJERCICIOS	Gimnasios de calistenia	direct_sku	CIR-00-09-00	6416	publish	CIRCUITO DE EJERCICIOS	exact_sku	production_sku
CIR-00-08-00	CIRCUITO DE EJERCICIOS COMPLETO	Gimnasios de calistenia	direct_sku	CIR-00-08-00	6411	publish	CIRCUITO DE EJERCICIOS COMPLETO	exact_sku	production_sku
CIR-00-10-00	CIRCUITO HEXÁGONO DE EJERCICIO	Gimnasios de calistenia	direct_sku	CIR-00-10-00	6423	publish	CIRCUITO HEXÁGONO DE EJERCICIO	exact_sku	production_sku
CIR-00-11-00	CIRCUITO NINJA	Gimnasios de calistenia	direct_sku	CIR-00-11-00	6425	publish	CIRCUITO NINJA	exact_sku	production_sku
EJE-ID-50-00	GIMNASIO MEDIANO DE BARRAS AL AIRE LIBRE	Gimnasios de calistenia	direct_sku	EJE-ID-50-00	28654	publish	Gimnasio mediano de barras al aire libre	exact_sku	production_sku
EJE-ID-49-00	GIMNASIO GRANDE DE BARRAS AL AIRE LIBRE	Gimnasios de calistenia	direct_sku	EJE-ID-49-00	28651	publish	GIMNASIO GRANDE DE BARRAS AL AIRE LIBRE	exact_sku	production_sku
CIR-00-14-00	GIMNASIO CALISTENIA C	Gimnasios de calistenia	direct_sku	CIR-00-14-00	29757	publish	GIMNASIO CALISTENIA C	exact_sku	production_sku
EJE-PE-02-00	EJERCITADOR PECHO Y ESPALDA CON PESAS	Gimnasios funcionales	direct_sku	EJE-PE-02-00	6470	publish	EJERCITADOR PECHO Y ESPALDA CON PESAS	exact_sku	production_sku
EJE-PE-01-00	EJERCITADOR BARRA DE PESAS	Gimnasios funcionales	direct_sku	EJE-PE-01-00	6465	publish	EJERCITADOR BARRA DE PESAS	exact_sku	production_sku
EJE-IN-01-00	EJERCITADOR DOMINADAS BARRAS DOBLE INCLUSIVO	Gimnasios funcionales	direct_sku	EJE-IN-01-00	32338	publish	EJERCITADOR DOMINADAS BARRAS DOBLE INCLUSIVO	exact_sku	production_sku
EJE-IN-03-00	EJERCITADOR BRAZOS Y PIERNAS DOBLE INCLUSIVO	Gimnasios funcionales	direct_sku	EJE-IN-03-00	6543	publish	EJERCITADOR BRAZOS Y PIERNAS DOBLE INCLUSIVO	exact_sku	production_sku
EJE-IN-04-00	EJERCITADOR COMBINADO DE BRAZOS Y MUÑECAS INCLUSIVO	Gimnasios funcionales	direct_sku	EJE-IN-04-00	6546	publish	EJERCITADOR COMBINADO DE BRAZOS Y MUÑECAS INCLUSIVO	exact_sku	production_sku
EJE-IN-02-00	EJERCITADOR MUÑECAS DOBLE INCLUSIVO	Gimnasios funcionales	direct_sku	EJE-IN-02-00	6536	publish	EJERCITADOR MUÑECAS DOBLE INCLUSIVO	exact_sku	production_sku
EJE-IN-07-00	EJERCITADOR DOMINADAS EN BARRA FORTE INCLUSIVO	Gimnasios funcionales	direct_sku	EJE-IN-07-00	6557	publish	EJERCITADOR DOMINADAS EN BARRA FORTE INCLUSIVO	exact_sku	production_sku
EJE-IN-08-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	Gimnasios funcionales	direct_sku	EJE-IN-08-00	6561	publish	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	exact_sku	production_sku
EJE-IN-09-00	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	Gimnasios funcionales	direct_sku	EJE-IN-09-00	6564	publish	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	exact_sku	production_sku
REH-00-02-00	RAMPA PARA REHABILITACION	Gimnasios funcionales	direct_sku	REH-00-02-00	6580	publish	RAMPA PARA REHABILITACION	exact_sku	production_sku
REH-00-03-00	ESCALERA PARA REHABILITACION	Gimnasios funcionales	direct_sku	REH-00-03-00	6583	publish	ESCALERA PARA REHABILITACION	exact_sku	production_sku
REH-00-07-00	CONJUNTO DE REHABILITACIÓN B	Gimnasios funcionales	direct_sku	REH-00-07-00	6589	publish	CONJUNTO DE REHABILITACIÓN B	exact_sku	production_sku
REH-00-08-00	CONJUNTO DE REHABILITACIÓN A	Gimnasios funcionales	direct_sku	REH-00-08-00	6585	publish	CONJUNTO DE REHABILITACIÓN A	exact_sku	production_sku
DEP-MO-01-00	2 BANCAS DE ARBITROS CON TECHUMBRE	Zonas deportivas	direct_sku	DEP-MO-01-00	22188	publish	2 BANCAS DE ARBITROS CON TECHUMBRE	exact_sku	production_sku
DEP-MO-02-00	11 BANCAS DE JUGADORES CON TECHUMBRE	Zonas deportivas	direct_sku	DEP-MO-02-00	6647	publish	11 BANCAS DE JUGADORES CON TECHUMBRE	exact_sku	production_sku
DEP-MO-04-00	GRADAS 5 ASIENTOS Y 4 DESCANSA PIES	Zonas deportivas	direct_sku	DEP-MO-04-00	8009	publish	GRADAS 5 ASIENTOS Y 4 DESCANSA PIES	exact_sku	production_sku
DEP-MO-03-00	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	Zonas deportivas	direct_sku	DEP-MO-03-00	6661	publish	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	exact_sku	production_sku
