product_id	category_id	category_name	category_slug	parent_category_id
30543	321	Kompan	kompan	70
30545	320	Deportivo	deportivo	0
30545	322	Kompan	kompan-deportivo	320
30547	320	Deportivo	deportivo	0
30547	322	Kompan	kompan-deportivo	320
30550	320	Deportivo	deportivo	0
30550	322	Kompan	kompan-deportivo	320
30552	320	Deportivo	deportivo	0
30552	322	Kompan	kompan-deportivo	320
30554	320	Deportivo	deportivo	0
30554	322	Kompan	kompan-deportivo	320
30556	320	Deportivo	deportivo	0
30556	322	Kompan	kompan-deportivo	320
30558	320	Deportivo	deportivo	0
30558	322	Kompan	kompan-deportivo	320
30560	320	Deportivo	deportivo	0
30560	322	Kompan	kompan-deportivo	320
30562	320	Deportivo	deportivo	0
30562	322	Kompan	kompan-deportivo	320
30564	320	Deportivo	deportivo	0
30564	322	Kompan	kompan-deportivo	320
30731	180	Mega Estructuras	mega-estructuras	70
30734	180	Mega Estructuras	mega-estructuras	70
31943	77	Mobiliario Urbano	mobiliario-urbano	0
31946	77	Mobiliario Urbano	mobiliario-urbano	0
31948	15	Sin categorizar	sin-categorizar	0
31951	72	Juegos Modulares de Exterior	modulos-recreativos	70
31953	72	Juegos Modulares de Exterior	modulos-recreativos	70
31956	72	Juegos Modulares de Exterior	modulos-recreativos	70
31958	72	Juegos Modulares de Exterior	modulos-recreativos	70
31960	316	Juegos modulares para interiores	juegos-modulares-para-interiores-juegos-infantiles	70
32083	70	Juegos infantiles	juegos-infantiles	0
32083	72	Juegos Modulares de Exterior	modulos-recreativos	70
32088	111	Montables	montables	70
32089	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32090	76	Aparatos de Calistenia	calistenia	66
32097	111	Montables	montables	70
32099	111	Montables	montables	70
32101	79	Mesas	mesas	77
32103	79	Mesas	mesas	77
32105	79	Mesas	mesas	77
32107	79	Mesas	mesas	77
32109	80	Aparcabicicletas	aparcabicicletas	77
32111	95	Parabus	parabuses	77
32113	98	Luminarias	luminarias	77
32115	98	Luminarias	luminarias	77
32117	98	Luminarias	luminarias	77
32119	315	Retos bajos	retos-bajos-juegos-infantiles	70
32121	181	Juegos Infantiles de Madera	juegos-infantiles-madera	70
32123	119	Juegos infantiles acuáticos	acuaticos	70
32125	119	Juegos infantiles acuáticos	acuaticos	70
32127	82	Señaléticas	senaleticas	77
32127	345	Reductores de velocidad	reductores-de-velocidad	77
32129	82	Señaléticas	senaleticas	77
32129	345	Reductores de velocidad	reductores-de-velocidad	77
32131	82	Señaléticas	senaleticas	77
32131	345	Reductores de velocidad	reductores-de-velocidad	77
32133	82	Señaléticas	senaleticas	77
32133	345	Reductores de velocidad	reductores-de-velocidad	77
32204	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32209	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
32210	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
