product_id	product_sku	product_name	product_status	unique_images	featured_images	gallery_images	parented_attachments	content_images	image_paths
6579	FUMR-319A	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	publish	1	1	0	1	0	2020/12/fuente-02.png
6580	REH-00-02-00	RAMPA PARA REHABILITACION	publish	1	1	0	1	0	2020/12/AEM-217A-RE.png
6582	FUMR-319A-1	Fuente lineal 4 salidas, 2 jet y 2 aspersor 3 m altura	publish	1	1	0	0	0	2021/01/fuentes.png
6583	REH-00-03-00	ESCALERA PARA REHABILITACION	publish	1	1	0	1	0	2020/12/AEM-217B-RE.png
6585	REH-00-08-00	CONJUNTO DE REHABILITACIÓN A	publish	3	1	0	3	0	2020/12/AEM-117-RE.png | 2020/12/AEM-118-RE.png | 2026/03/REH-00-08-00-CONJUNTO-DE-REHABILITACION-A.avif
6589	REH-00-07-00	CONJUNTO DE REHABILITACIÓN B	publish	2	1	0	2	0	2020/12/AEM-218-RE.png | 2026/03/REH-00-07-00-CONJUNTO-DE-REHABILITACION-B.avif
6596	FUMR-419	Fuente redonda 5 salidas, 5 jet 2 m altura	publish	1	1	0	0	0	2020/12/fuente-06.png
6597	FUMR-419-1	Fuente redonda 5 salidas, 5 jet 3 m altura	publish	1	1	0	0	0	2020/12/fuente-05.png
6598	FUMR-519	Fuente redonda 7 salidas, 7 jet 2 m altura	publish	1	1	0	1	0	2020/12/fuente-07.png
6599	FUMR-519-1	Fuente redonda 7 salidas, 7 jet 3 m altura	publish	1	1	0	0	0	2021/01/acuaticos-2.png
6600	FUMR-619A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	publish	1	1	0	1	0	2020/12/fuente-06.png
6601	FUMR-619-1A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	publish	2	1	0	2	0	2020/12/fuente-01.png | 2020/12/fuente-05.png
6602	FUMR-119-C	Cascada digital	publish	1	1	0	1	0	2020/12/cascada.png
6603	FUMR-119E-C	Private: Cascada digital metro extra	private	1	1	0	0	0	2020/12/cascada.png
6604	PIL-PT-04-00	LUMIN FULGOR 2M ALTURA	publish	1	1	0	1	0	2020/12/luminaria-fulgor-PTJ-518-1.jpg
6610	PIL-PT-03-00	LUMIN ALBA 2.5M ALTURA	publish	1	1	0	1	0	2020/12/Luminaria-Alba-PTJ-618.jpg
6647	DEP-MO-02-00	11 BANCAS DE JUGADORES CON TECHUMBRE	publish	1	1	0	1	0	2020/12/MUD-112.png
